,state,State Name,disease,Number of Hepatitis Cases,"Hepatitis Incidence Per 100,000 People",year,number_week
422,UT,UTAH,HEPATITIS A,2,0.2,1966,10
423,VA,VIRGINIA,HEPATITIS A,23,0.52,1966,10
424,VT,VERMONT,HEPATITIS A,3,0.73,1966,10
425,WA,WASHINGTON,HEPATITIS A,10,0.33,1966,10
426,WI,WISCONSIN,HEPATITIS A,7,0.16,1966,10
427,WV,WEST VIRGINIA,HEPATITIS A,11,0.62,1966,10
428,WY,WYOMING,HEPATITIS A,1,0.31,1966,10
429,AK,ALASKA,HEPATITIS A,1,0.37,1966,11
430,AL,ALABAMA,HEPATITIS A,7,0.2,1966,11
431,AR,ARKANSAS,HEPATITIS A,4,0.21,1966,11
432,AZ,ARIZONA,HEPATITIS A,2,0.12,1966,11
433,CA,CALIFORNIA,HEPATITIS A,112,0.59,1966,11
434,CO,COLORADO,HEPATITIS A,4,0.2,1966,11
435,CT,CONNECTICUT,HEPATITIS A,6,0.21,1966,11
436,DE,DELAWARE,HEPATITIS A,2,0.39,1966,11
437,FL,FLORIDA,HEPATITIS A,19,0.31,1966,11
438,GA,GEORGIA,HEPATITIS A,15,0.34,1966,11
439,HI,HAWAII,HEPATITIS A,2,0.28,1966,11
440,IA,IOWA,HEPATITIS A,16,0.58,1966,11
441,IL,ILLINOIS,HEPATITIS A,17,0.16,1966,11
442,IN,INDIANA,HEPATITIS A,9,0.18,1966,11
443,KS,KANSAS,HEPATITIS A,13,0.59,1966,11
444,KY,KENTUCKY,HEPATITIS A,32,1.02,1966,11
445,LA,LOUISIANA,HEPATITIS A,6,0.17,1966,11
446,MA,MASSACHUSETTS,HEPATITIS A,2,0.04,1966,11
447,MD,MARYLAND,HEPATITIS A,17,0.46,1966,11
448,ME,MAINE,HEPATITIS A,1,0.1,1966,11
449,MI,MICHIGAN,HEPATITIS A,73,0.86,1966,11
450,MN,MINNESOTA,HEPATITIS A,8,0.22,1966,11
451,MO,MISSOURI,HEPATITIS A,45,0.99,1966,11
452,MS,MISSISSIPPI,HEPATITIS A,5,0.22,1966,11
453,MT,MONTANA,HEPATITIS A,1,0.14,1966,11
454,NC,NORTH CAROLINA,HEPATITIS A,10,0.2,1966,11
455,ND,NORTH DAKOTA,HEPATITIS A,1,0.15,1966,11
456,NE,NEBRASKA,HEPATITIS A,1,0.07,1966,11
457,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.15,1966,11
458,NJ,NEW JERSEY,HEPATITIS A,16,0.23,1966,11
459,NM,NEW MEXICO,HEPATITIS A,8,0.79,1966,11
460,NY,NEW YORK,HEPATITIS A,62,0.35,1966,11
461,OH,OHIO,HEPATITIS A,38,0.37,1966,11
462,OK,OKLAHOMA,HEPATITIS A,3,0.12,1966,11
463,OR,OREGON,HEPATITIS A,12,0.61,1966,11
464,PA,PENNSYLVANIA,HEPATITIS A,34,0.29,1966,11
465,RI,RHODE ISLAND,HEPATITIS A,3,0.33,1966,11
466,SC,SOUTH CAROLINA,HEPATITIS A,1,0.04,1966,11
467,TN,TENNESSEE,HEPATITIS A,14,0.37,1966,11
468,TX,TEXAS,HEPATITIS A,43,0.41,1966,11
469,UT,UTAH,HEPATITIS A,1,0.1,1966,11
470,VA,VIRGINIA,HEPATITIS A,25,0.56,1966,11
471,WA,WASHINGTON,HEPATITIS A,20,0.65,1966,11
472,WI,WISCONSIN,HEPATITIS A,11,0.26,1966,11
473,WV,WEST VIRGINIA,HEPATITIS A,2,0.11,1966,11
474,AL,ALABAMA,HEPATITIS A,8,0.23,1966,12
475,AR,ARKANSAS,HEPATITIS A,12,0.63,1966,12
476,AZ,ARIZONA,HEPATITIS A,12,0.74,1966,12
477,CA,CALIFORNIA,HEPATITIS A,93,0.49,1966,12
478,CO,COLORADO,HEPATITIS A,4,0.2,1966,12
479,CT,CONNECTICUT,HEPATITIS A,2,0.07,1966,12
480,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.25,1966,12
481,DE,DELAWARE,HEPATITIS A,1,0.19,1966,12
482,FL,FLORIDA,HEPATITIS A,17,0.28,1966,12
483,GA,GEORGIA,HEPATITIS A,2,0.05,1966,12
484,HI,HAWAII,HEPATITIS A,1,0.14,1966,12
485,IA,IOWA,HEPATITIS A,20,0.72,1966,12
486,IL,ILLINOIS,HEPATITIS A,41,0.38,1966,12
487,IN,INDIANA,HEPATITIS A,9,0.18,1966,12
488,KS,KANSAS,HEPATITIS A,8,0.36,1966,12
489,KY,KENTUCKY,HEPATITIS A,36,1.14,1966,12
490,LA,LOUISIANA,HEPATITIS A,11,0.31,1966,12
491,MA,MASSACHUSETTS,HEPATITIS A,10,0.18,1966,12
492,MD,MARYLAND,HEPATITIS A,19,0.51,1966,12
493,ME,MAINE,HEPATITIS A,2,0.2,1966,12
494,MI,MICHIGAN,HEPATITIS A,57,0.67,1966,12
495,MN,MINNESOTA,HEPATITIS A,7,0.19,1966,12
496,MO,MISSOURI,HEPATITIS A,12,0.27,1966,12
497,MS,MISSISSIPPI,HEPATITIS A,5,0.22,1966,12
498,MT,MONTANA,HEPATITIS A,2,0.28,1966,12
499,NC,NORTH CAROLINA,HEPATITIS A,13,0.27,1966,12
500,NJ,NEW JERSEY,HEPATITIS A,12,0.18,1966,12
501,NM,NEW MEXICO,HEPATITIS A,1,0.1,1966,12
502,NY,NEW YORK,HEPATITIS A,58,0.33,1966,12
503,OH,OHIO,HEPATITIS A,32,0.31,1966,12
504,OK,OKLAHOMA,HEPATITIS A,7,0.29,1966,12
505,OR,OREGON,HEPATITIS A,46,2.34,1966,12
506,PA,PENNSYLVANIA,HEPATITIS A,33,0.28,1966,12
507,RI,RHODE ISLAND,HEPATITIS A,2,0.22,1966,12
508,SC,SOUTH CAROLINA,HEPATITIS A,1,0.04,1966,12
509,TN,TENNESSEE,HEPATITIS A,28,0.73,1966,12
510,TX,TEXAS,HEPATITIS A,35,0.33,1966,12
511,UT,UTAH,HEPATITIS A,3,0.3,1966,12
512,VA,VIRGINIA,HEPATITIS A,6,0.13,1966,12
513,VT,VERMONT,HEPATITIS A,1,0.24,1966,12
514,WA,WASHINGTON,HEPATITIS A,5,0.16,1966,12
515,WI,WISCONSIN,HEPATITIS A,2,0.05,1966,12
516,WV,WEST VIRGINIA,HEPATITIS A,7,0.39,1966,12
517,AK,ALASKA,HEPATITIS A,3,1.11,1966,13
518,AL,ALABAMA,HEPATITIS A,6,0.17,1966,13
519,AR,ARKANSAS,HEPATITIS A,16,0.84,1966,13
520,AZ,ARIZONA,HEPATITIS A,5,0.31,1966,13
521,CA,CALIFORNIA,HEPATITIS A,102,0.54,1966,13
522,CO,COLORADO,HEPATITIS A,4,0.2,1966,13
523,CT,CONNECTICUT,HEPATITIS A,7,0.24,1966,13
524,DE,DELAWARE,HEPATITIS A,3,0.58,1966,13
525,FL,FLORIDA,HEPATITIS A,22,0.36,1966,13
526,GA,GEORGIA,HEPATITIS A,10,0.23,1966,13
527,HI,HAWAII,HEPATITIS A,3,0.42,1966,13
528,IA,IOWA,HEPATITIS A,6,0.22,1966,13
529,ID,IDAHO,HEPATITIS A,3,0.44,1966,13
530,IL,ILLINOIS,HEPATITIS A,14,0.13,1966,13
531,IN,INDIANA,HEPATITIS A,19,0.38,1966,13
532,KS,KANSAS,HEPATITIS A,4,0.18,1966,13
533,KY,KENTUCKY,HEPATITIS A,22,0.7,1966,13
534,LA,LOUISIANA,HEPATITIS A,11,0.31,1966,13
535,MA,MASSACHUSETTS,HEPATITIS A,12,0.22,1966,13
536,MD,MARYLAND,HEPATITIS A,17,0.46,1966,13
537,ME,MAINE,HEPATITIS A,4,0.4,1966,13
538,MI,MICHIGAN,HEPATITIS A,64,0.75,1966,13
539,MN,MINNESOTA,HEPATITIS A,6,0.17,1966,13
540,MO,MISSOURI,HEPATITIS A,20,0.44,1966,13
541,MS,MISSISSIPPI,HEPATITIS A,7,0.31,1966,13
542,MT,MONTANA,HEPATITIS A,2,0.28,1966,13
543,NC,NORTH CAROLINA,HEPATITIS A,2,0.04,1966,13
544,NE,NEBRASKA,HEPATITIS A,1,0.07,1966,13
545,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.15,1966,13
546,NJ,NEW JERSEY,HEPATITIS A,14,0.2,1966,13
547,NM,NEW MEXICO,HEPATITIS A,5,0.5,1966,13
548,NV,NEVADA,HEPATITIS A,2,0.45,1966,13
549,NY,NEW YORK,HEPATITIS A,46,0.26,1966,13
550,OH,OHIO,HEPATITIS A,17,0.16,1966,13
551,OK,OKLAHOMA,HEPATITIS A,3,0.12,1966,13
552,OR,OREGON,HEPATITIS A,11,0.56,1966,13
553,PA,PENNSYLVANIA,HEPATITIS A,42,0.36,1966,13
554,RI,RHODE ISLAND,HEPATITIS A,9,1.0,1966,13
555,TN,TENNESSEE,HEPATITIS A,37,0.97,1966,13
556,TX,TEXAS,HEPATITIS A,33,0.31,1966,13
557,UT,UTAH,HEPATITIS A,5,0.5,1966,13
558,VA,VIRGINIA,HEPATITIS A,13,0.29,1966,13
559,WA,WASHINGTON,HEPATITIS A,5,0.16,1966,13
560,WI,WISCONSIN,HEPATITIS A,2,0.05,1966,13
561,WV,WEST VIRGINIA,HEPATITIS A,3,0.17,1966,13
562,WY,WYOMING,HEPATITIS A,3,0.93,1966,13
563,AL,ALABAMA,HEPATITIS A,6,0.17,1966,14
564,AR,ARKANSAS,HEPATITIS A,1,0.05,1966,14
565,AZ,ARIZONA,HEPATITIS A,8,0.5,1966,14
566,CA,CALIFORNIA,HEPATITIS A,101,0.54,1966,14
567,CO,COLORADO,HEPATITIS A,11,0.55,1966,14
568,CT,CONNECTICUT,HEPATITIS A,6,0.21,1966,14
569,DC,DISTRICT OF COLUMBIA,HEPATITIS A,3,0.38,1966,14
570,DE,DELAWARE,HEPATITIS A,3,0.58,1966,14
571,FL,FLORIDA,HEPATITIS A,16,0.26,1966,14
572,GA,GEORGIA,HEPATITIS A,13,0.3,1966,14
573,IA,IOWA,HEPATITIS A,19,0.69,1966,14
574,ID,IDAHO,HEPATITIS A,1,0.15,1966,14
575,IL,ILLINOIS,HEPATITIS A,26,0.24,1966,14
576,IN,INDIANA,HEPATITIS A,8,0.16,1966,14
577,KS,KANSAS,HEPATITIS A,6,0.27,1966,14
578,KY,KENTUCKY,HEPATITIS A,17,0.54,1966,14
579,LA,LOUISIANA,HEPATITIS A,3,0.08,1966,14
580,MA,MASSACHUSETTS,HEPATITIS A,12,0.22,1966,14
581,MD,MARYLAND,HEPATITIS A,18,0.49,1966,14
582,ME,MAINE,HEPATITIS A,1,0.1,1966,14
583,MI,MICHIGAN,HEPATITIS A,62,0.73,1966,14
584,MN,MINNESOTA,HEPATITIS A,7,0.19,1966,14
585,MO,MISSOURI,HEPATITIS A,29,0.64,1966,14
586,MS,MISSISSIPPI,HEPATITIS A,4,0.18,1966,14
587,NC,NORTH CAROLINA,HEPATITIS A,5,0.1,1966,14
588,ND,NORTH DAKOTA,HEPATITIS A,3,0.46,1966,14
589,NE,NEBRASKA,HEPATITIS A,3,0.21,1966,14
590,NH,NEW HAMPSHIRE,HEPATITIS A,4,0.59,1966,14
591,NJ,NEW JERSEY,HEPATITIS A,15,0.22,1966,14
592,NM,NEW MEXICO,HEPATITIS A,8,0.79,1966,14
593,NY,NEW YORK,HEPATITIS A,45,0.25,1966,14
594,OH,OHIO,HEPATITIS A,33,0.32,1966,14
595,OK,OKLAHOMA,HEPATITIS A,6,0.24,1966,14
596,OR,OREGON,HEPATITIS A,9,0.46,1966,14
597,PA,PENNSYLVANIA,HEPATITIS A,26,0.22,1966,14
598,RI,RHODE ISLAND,HEPATITIS A,4,0.44,1966,14
599,SC,SOUTH CAROLINA,HEPATITIS A,1,0.04,1966,14
600,TN,TENNESSEE,HEPATITIS A,16,0.42,1966,14
601,TX,TEXAS,HEPATITIS A,29,0.28,1966,14
602,UT,UTAH,HEPATITIS A,7,0.69,1966,14
603,VA,VIRGINIA,HEPATITIS A,7,0.16,1966,14
604,VT,VERMONT,HEPATITIS A,1,0.24,1966,14
605,WA,WASHINGTON,HEPATITIS A,5,0.16,1966,14
606,WI,WISCONSIN,HEPATITIS A,8,0.19,1966,14
607,WV,WEST VIRGINIA,HEPATITIS A,2,0.11,1966,14
608,WY,WYOMING,HEPATITIS A,3,0.93,1966,14
609,AK,ALASKA,HEPATITIS A,1,0.37,1966,15
610,AL,ALABAMA,HEPATITIS A,7,0.2,1966,15
611,AR,ARKANSAS,HEPATITIS A,10,0.53,1966,15
612,AZ,ARIZONA,HEPATITIS A,5,0.31,1966,15
613,CA,CALIFORNIA,HEPATITIS A,86,0.46,1966,15
614,CO,COLORADO,HEPATITIS A,21,1.05,1966,15
615,CT,CONNECTICUT,HEPATITIS A,4,0.14,1966,15
616,DE,DELAWARE,HEPATITIS A,1,0.19,1966,15
617,FL,FLORIDA,HEPATITIS A,12,0.2,1966,15
618,GA,GEORGIA,HEPATITIS A,15,0.34,1966,15
619,HI,HAWAII,HEPATITIS A,2,0.28,1966,15
620,IA,IOWA,HEPATITIS A,5,0.18,1966,15
621,ID,IDAHO,HEPATITIS A,3,0.44,1966,15
622,IL,ILLINOIS,HEPATITIS A,16,0.15,1966,15
623,IN,INDIANA,HEPATITIS A,10,0.2,1966,15
624,KY,KENTUCKY,HEPATITIS A,18,0.57,1966,15
625,LA,LOUISIANA,HEPATITIS A,8,0.23,1966,15
626,MA,MASSACHUSETTS,HEPATITIS A,12,0.22,1966,15
627,MD,MARYLAND,HEPATITIS A,21,0.57,1966,15
628,MI,MICHIGAN,HEPATITIS A,73,0.86,1966,15
629,MN,MINNESOTA,HEPATITIS A,2,0.06,1966,15
630,MO,MISSOURI,HEPATITIS A,6,0.13,1966,15
631,MS,MISSISSIPPI,HEPATITIS A,2,0.09,1966,15
632,MT,MONTANA,HEPATITIS A,2,0.28,1966,15
633,NC,NORTH CAROLINA,HEPATITIS A,4,0.08,1966,15
634,ND,NORTH DAKOTA,HEPATITIS A,2,0.31,1966,15
635,NE,NEBRASKA,HEPATITIS A,1,0.07,1966,15
636,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.15,1966,15
637,NJ,NEW JERSEY,HEPATITIS A,15,0.22,1966,15
638,NM,NEW MEXICO,HEPATITIS A,5,0.5,1966,15
639,NY,NEW YORK,HEPATITIS A,36,0.2,1966,15
640,OH,OHIO,HEPATITIS A,44,0.43,1966,15
641,OK,OKLAHOMA,HEPATITIS A,1,0.04,1966,15
642,OR,OREGON,HEPATITIS A,10,0.51,1966,15
643,PA,PENNSYLVANIA,HEPATITIS A,40,0.34,1966,15
644,RI,RHODE ISLAND,HEPATITIS A,1,0.11,1966,15
645,TN,TENNESSEE,HEPATITIS A,23,0.6,1966,15
646,TX,TEXAS,HEPATITIS A,37,0.35,1966,15
647,UT,UTAH,HEPATITIS A,1,0.1,1966,15
648,VA,VIRGINIA,HEPATITIS A,16,0.36,1966,15
649,WA,WASHINGTON,HEPATITIS A,13,0.43,1966,15
650,WI,WISCONSIN,HEPATITIS A,4,0.09,1966,15
651,WV,WEST VIRGINIA,HEPATITIS A,2,0.11,1966,15
652,WY,WYOMING,HEPATITIS A,1,0.31,1966,15
653,AK,ALASKA,HEPATITIS A,1,0.37,1966,16
654,AL,ALABAMA,HEPATITIS A,19,0.55,1966,16
655,AR,ARKANSAS,HEPATITIS A,9,0.47,1966,16
656,AZ,ARIZONA,HEPATITIS A,3,0.19,1966,16
657,CA,CALIFORNIA,HEPATITIS A,110,0.58,1966,16
658,CT,CONNECTICUT,HEPATITIS A,4,0.14,1966,16
659,FL,FLORIDA,HEPATITIS A,15,0.25,1966,16
660,GA,GEORGIA,HEPATITIS A,16,0.37,1966,16
661,HI,HAWAII,HEPATITIS A,4,0.56,1966,16
662,IA,IOWA,HEPATITIS A,5,0.18,1966,16
663,ID,IDAHO,HEPATITIS A,2,0.29,1966,16
664,IL,ILLINOIS,HEPATITIS A,4,0.04,1966,16
665,IN,INDIANA,HEPATITIS A,11,0.22,1966,16
666,KS,KANSAS,HEPATITIS A,3,0.14,1966,16
667,KY,KENTUCKY,HEPATITIS A,35,1.11,1966,16
668,LA,LOUISIANA,HEPATITIS A,10,0.28,1966,16
669,MA,MASSACHUSETTS,HEPATITIS A,27,0.49,1966,16
670,MD,MARYLAND,HEPATITIS A,31,0.84,1966,16
671,ME,MAINE,HEPATITIS A,3,0.3,1966,16
672,MI,MICHIGAN,HEPATITIS A,41,0.48,1966,16
673,MN,MINNESOTA,HEPATITIS A,1,0.03,1966,16
674,MO,MISSOURI,HEPATITIS A,28,0.62,1966,16
675,MS,MISSISSIPPI,HEPATITIS A,10,0.45,1966,16
676,MT,MONTANA,HEPATITIS A,3,0.42,1966,16
677,NC,NORTH CAROLINA,HEPATITIS A,12,0.25,1966,16
678,ND,NORTH DAKOTA,HEPATITIS A,2,0.31,1966,16
679,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.15,1966,16
680,NJ,NEW JERSEY,HEPATITIS A,19,0.28,1966,16
681,NM,NEW MEXICO,HEPATITIS A,6,0.6,1966,16
682,NV,NEVADA,HEPATITIS A,1,0.22,1966,16
683,NY,NEW YORK,HEPATITIS A,39,0.22,1966,16
684,OH,OHIO,HEPATITIS A,30,0.29,1966,16
685,OK,OKLAHOMA,HEPATITIS A,1,0.04,1966,16
686,OR,OREGON,HEPATITIS A,18,0.91,1966,16
687,PA,PENNSYLVANIA,HEPATITIS A,27,0.23,1966,16
688,SC,SOUTH CAROLINA,HEPATITIS A,1,0.04,1966,16
689,TN,TENNESSEE,HEPATITIS A,17,0.44,1966,16
690,TX,TEXAS,HEPATITIS A,38,0.36,1966,16
691,UT,UTAH,HEPATITIS A,2,0.2,1966,16
692,VA,VIRGINIA,HEPATITIS A,8,0.18,1966,16
693,WA,WASHINGTON,HEPATITIS A,13,0.43,1966,16
694,WI,WISCONSIN,HEPATITIS A,6,0.14,1966,16
695,WV,WEST VIRGINIA,HEPATITIS A,8,0.45,1966,16
696,AK,ALASKA,HEPATITIS A,1,0.37,1966,17
697,AL,ALABAMA,HEPATITIS A,4,0.12,1966,17
698,AR,ARKANSAS,HEPATITIS A,9,0.47,1966,17
699,CA,CALIFORNIA,HEPATITIS A,78,0.41,1966,17
700,CO,COLORADO,HEPATITIS A,2,0.1,1966,17
701,CT,CONNECTICUT,HEPATITIS A,5,0.17,1966,17
702,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.13,1966,17
703,FL,FLORIDA,HEPATITIS A,12,0.2,1966,17
704,GA,GEORGIA,HEPATITIS A,12,0.27,1966,17
705,HI,HAWAII,HEPATITIS A,1,0.14,1966,17
706,IA,IOWA,HEPATITIS A,9,0.33,1966,17
707,ID,IDAHO,HEPATITIS A,1,0.15,1966,17
708,IL,ILLINOIS,HEPATITIS A,62,0.57,1966,17
709,IN,INDIANA,HEPATITIS A,5,0.1,1966,17
710,KS,KANSAS,HEPATITIS A,3,0.14,1966,17
711,KY,KENTUCKY,HEPATITIS A,8,0.25,1966,17
712,LA,LOUISIANA,HEPATITIS A,14,0.39,1966,17
713,MA,MASSACHUSETTS,HEPATITIS A,18,0.33,1966,17
714,MD,MARYLAND,HEPATITIS A,21,0.57,1966,17
715,MI,MICHIGAN,HEPATITIS A,60,0.7,1966,17
716,MN,MINNESOTA,HEPATITIS A,6,0.17,1966,17
717,MO,MISSOURI,HEPATITIS A,4,0.09,1966,17
718,MS,MISSISSIPPI,HEPATITIS A,4,0.18,1966,17
719,NC,NORTH CAROLINA,HEPATITIS A,8,0.16,1966,17
720,NE,NEBRASKA,HEPATITIS A,2,0.14,1966,17
721,NH,NEW HAMPSHIRE,HEPATITIS A,2,0.29,1966,17
722,NJ,NEW JERSEY,HEPATITIS A,13,0.19,1966,17
723,NM,NEW MEXICO,HEPATITIS A,8,0.79,1966,17
724,NY,NEW YORK,HEPATITIS A,28,0.16,1966,17
725,OH,OHIO,HEPATITIS A,29,0.28,1966,17
726,OK,OKLAHOMA,HEPATITIS A,1,0.04,1966,17
727,OR,OREGON,HEPATITIS A,11,0.56,1966,17
728,PA,PENNSYLVANIA,HEPATITIS A,27,0.23,1966,17
729,SC,SOUTH CAROLINA,HEPATITIS A,1,0.04,1966,17
730,TN,TENNESSEE,HEPATITIS A,8,0.21,1966,17
731,TX,TEXAS,HEPATITIS A,21,0.2,1966,17
732,UT,UTAH,HEPATITIS A,3,0.3,1966,17
733,VA,VIRGINIA,HEPATITIS A,14,0.31,1966,17
734,WA,WASHINGTON,HEPATITIS A,7,0.23,1966,17
735,WI,WISCONSIN,HEPATITIS A,7,0.16,1966,17
736,WV,WEST VIRGINIA,HEPATITIS A,1,0.06,1966,17
737,AL,ALABAMA,HEPATITIS A,17,0.49,1966,18
738,AR,ARKANSAS,HEPATITIS A,7,0.37,1966,18
739,AZ,ARIZONA,HEPATITIS A,5,0.31,1966,18
740,CA,CALIFORNIA,HEPATITIS A,96,0.51,1966,18
741,CT,CONNECTICUT,HEPATITIS A,4,0.14,1966,18
742,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.13,1966,18
743,DE,DELAWARE,HEPATITIS A,4,0.78,1966,18
744,FL,FLORIDA,HEPATITIS A,26,0.43,1966,18
745,GA,GEORGIA,HEPATITIS A,11,0.25,1966,18
746,HI,HAWAII,HEPATITIS A,1,0.14,1966,18
747,IA,IOWA,HEPATITIS A,16,0.58,1966,18
748,ID,IDAHO,HEPATITIS A,4,0.58,1966,18
749,IL,ILLINOIS,HEPATITIS A,26,0.24,1966,18
750,IN,INDIANA,HEPATITIS A,2,0.04,1966,18
751,KS,KANSAS,HEPATITIS A,5,0.23,1966,18
752,KY,KENTUCKY,HEPATITIS A,11,0.35,1966,18
753,LA,LOUISIANA,HEPATITIS A,15,0.42,1966,18
754,MA,MASSACHUSETTS,HEPATITIS A,20,0.36,1966,18
755,MD,MARYLAND,HEPATITIS A,13,0.35,1966,18
756,ME,MAINE,HEPATITIS A,4,0.4,1966,18
757,MI,MICHIGAN,HEPATITIS A,27,0.32,1966,18
758,MN,MINNESOTA,HEPATITIS A,5,0.14,1966,18
759,MO,MISSOURI,HEPATITIS A,17,0.38,1966,18
760,MS,MISSISSIPPI,HEPATITIS A,7,0.31,1966,18
761,MT,MONTANA,HEPATITIS A,1,0.14,1966,18
762,NC,NORTH CAROLINA,HEPATITIS A,10,0.2,1966,18
763,NE,NEBRASKA,HEPATITIS A,5,0.34,1966,18
764,NJ,NEW JERSEY,HEPATITIS A,38,0.55,1966,18
765,NM,NEW MEXICO,HEPATITIS A,8,0.79,1966,18
766,NY,NEW YORK,HEPATITIS A,45,0.25,1966,18
767,OH,OHIO,HEPATITIS A,19,0.18,1966,18
768,OR,OREGON,HEPATITIS A,18,0.91,1966,18
769,PA,PENNSYLVANIA,HEPATITIS A,38,0.33,1966,18
770,RI,RHODE ISLAND,HEPATITIS A,3,0.33,1966,18
771,SC,SOUTH CAROLINA,HEPATITIS A,1,0.04,1966,18
772,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15,1966,18
773,TN,TENNESSEE,HEPATITIS A,24,0.63,1966,18
774,TX,TEXAS,HEPATITIS A,35,0.33,1966,18
775,UT,UTAH,HEPATITIS A,1,0.1,1966,18
776,VA,VIRGINIA,HEPATITIS A,7,0.16,1966,18
777,WA,WASHINGTON,HEPATITIS A,5,0.16,1966,18
778,WI,WISCONSIN,HEPATITIS A,6,0.14,1966,18
779,AK,ALASKA,HEPATITIS A,2,0.74,1966,19
780,AL,ALABAMA,HEPATITIS A,4,0.12,1966,19
781,AR,ARKANSAS,HEPATITIS A,9,0.47,1966,19
782,AZ,ARIZONA,HEPATITIS A,9,0.56,1966,19
783,CA,CALIFORNIA,HEPATITIS A,126,0.67,1966,19
784,CO,COLORADO,HEPATITIS A,4,0.2,1966,19
785,CT,CONNECTICUT,HEPATITIS A,7,0.24,1966,19
786,DE,DELAWARE,HEPATITIS A,2,0.39,1966,19
787,FL,FLORIDA,HEPATITIS A,12,0.2,1966,19
788,GA,GEORGIA,HEPATITIS A,10,0.23,1966,19
789,HI,HAWAII,HEPATITIS A,1,0.14,1966,19
790,IA,IOWA,HEPATITIS A,13,0.47,1966,19
791,ID,IDAHO,HEPATITIS A,3,0.44,1966,19
792,IL,ILLINOIS,HEPATITIS A,17,0.16,1966,19
793,IN,INDIANA,HEPATITIS A,5,0.1,1966,19
794,KS,KANSAS,HEPATITIS A,3,0.14,1966,19
795,KY,KENTUCKY,HEPATITIS A,19,0.6,1966,19
796,LA,LOUISIANA,HEPATITIS A,14,0.39,1966,19
797,MA,MASSACHUSETTS,HEPATITIS A,14,0.25,1966,19
798,MD,MARYLAND,HEPATITIS A,12,0.32,1966,19
799,ME,MAINE,HEPATITIS A,8,0.8,1966,19
800,MI,MICHIGAN,HEPATITIS A,68,0.8,1966,19
801,MN,MINNESOTA,HEPATITIS A,7,0.19,1966,19
802,MO,MISSOURI,HEPATITIS A,9,0.2,1966,19
803,MS,MISSISSIPPI,HEPATITIS A,6,0.27,1966,19
804,MT,MONTANA,HEPATITIS A,1,0.14,1966,19
805,NC,NORTH CAROLINA,HEPATITIS A,4,0.08,1966,19
806,NJ,NEW JERSEY,HEPATITIS A,21,0.31,1966,19
807,NM,NEW MEXICO,HEPATITIS A,6,0.6,1966,19
808,NY,NEW YORK,HEPATITIS A,65,0.36,1966,19
809,OH,OHIO,HEPATITIS A,33,0.32,1966,19
810,OR,OREGON,HEPATITIS A,14,0.71,1966,19
811,PA,PENNSYLVANIA,HEPATITIS A,30,0.26,1966,19
812,RI,RHODE ISLAND,HEPATITIS A,9,1.0,1966,19
813,SC,SOUTH CAROLINA,HEPATITIS A,7,0.28,1966,19
814,TN,TENNESSEE,HEPATITIS A,20,0.52,1966,19
815,TX,TEXAS,HEPATITIS A,38,0.36,1966,19
816,UT,UTAH,HEPATITIS A,2,0.2,1966,19
817,VA,VIRGINIA,HEPATITIS A,5,0.11,1966,19
818,VT,VERMONT,HEPATITIS A,1,0.24,1966,19
819,WA,WASHINGTON,HEPATITIS A,10,0.33,1966,19
820,WI,WISCONSIN,HEPATITIS A,4,0.09,1966,19
821,WV,WEST VIRGINIA,HEPATITIS A,5,0.28,1966,19
822,WY,WYOMING,HEPATITIS A,1,0.31,1966,19
823,AL,ALABAMA,HEPATITIS A,11,0.32,1966,20
824,AR,ARKANSAS,HEPATITIS A,5,0.26,1966,20
825,AZ,ARIZONA,HEPATITIS A,4,0.25,1966,20
826,CA,CALIFORNIA,HEPATITIS A,106,0.56,1966,20
827,CO,COLORADO,HEPATITIS A,7,0.35,1966,20
828,CT,CONNECTICUT,HEPATITIS A,2,0.07,1966,20
829,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.25,1966,20
830,FL,FLORIDA,HEPATITIS A,19,0.31,1966,20
831,GA,GEORGIA,HEPATITIS A,5,0.11,1966,20
832,HI,HAWAII,HEPATITIS A,2,0.28,1966,20
833,IA,IOWA,HEPATITIS A,13,0.47,1966,20
834,IL,ILLINOIS,HEPATITIS A,7,0.06,1966,20
835,IN,INDIANA,HEPATITIS A,11,0.22,1966,20
836,KS,KANSAS,HEPATITIS A,2,0.09,1966,20
837,KY,KENTUCKY,HEPATITIS A,9,0.29,1966,20
838,LA,LOUISIANA,HEPATITIS A,6,0.17,1966,20
839,MA,MASSACHUSETTS,HEPATITIS A,16,0.29,1966,20
840,MD,MARYLAND,HEPATITIS A,29,0.78,1966,20
841,ME,MAINE,HEPATITIS A,2,0.2,1966,20
842,MI,MICHIGAN,HEPATITIS A,39,0.46,1966,20
843,MN,MINNESOTA,HEPATITIS A,6,0.17,1966,20
844,MO,MISSOURI,HEPATITIS A,19,0.42,1966,20
845,MS,MISSISSIPPI,HEPATITIS A,2,0.09,1966,20
